identifier,datestamp,datafield,doi
oai:repo.scoap3.org:12067,2019-08-01T09:40:29Z,DOI10.1140/epjc/s10052-015-3675-3,10.1140/epjc/s10052-015-3675-3
oai:repo.scoap3.org:23065,2019-08-01T09:37:24Z,DOI10.1140/epjc/s10052-017-5486-1,10.1140/epjc/s10052-017-5486-1
oai:repo.scoap3.org:15722,2019-08-01T09:43:38Z,DOI10.1140/epjc/s10052-016-4070-4,10.1140/epjc/s10052-016-4070-4
oai:repo.scoap3.org:20258,2019-08-01T09:54:07Z,DOI10.1140/epjc/s10052-017-4924-4,10.1140/epjc/s10052-017-4924-4
oai:repo.scoap3.org:15610,2019-08-01T09:48:14Z,DOI10.1140/epjc/s10052-016-4118-5,10.1140/epjc/s10052-016-4118-5
oai:repo.scoap3.org:15614,2019-08-01T09:35:57Z,DOI10.1140/epjc/s10052-016-4114-9,10.1140/epjc/s10052-016-4114-9
oai:repo.scoap3.org:23356,2019-08-01T09:49:04Z,DOI10.1140/epjc/s10052-018-5529-2,10.1140/epjc/s10052-018-5529-2
oai:repo.scoap3.org:1381,2019-08-01T09:52:22Z,DOI10.1140/epjc/s10052-014-2774-x,10.1140/epjc/s10052-014-2774-x
oai:repo.scoap3.org:2651,2019-08-01T09:53:23Z,DOI10.1140/epjc/s10052-014-2897-0,10.1140/epjc/s10052-014-2897-0
oai:repo.scoap3.org:5195,2019-08-01T09:53:41Z,DOI10.1140/epjc/s10052-014-3209-4,10.1140/epjc/s10052-014-3209-4
oai:repo.scoap3.org:10714,2019-08-01T09:50:20Z,DOI10.1140/epjc/s10052-015-3475-9,10.1140/epjc/s10052-015-3475-9
oai:repo.scoap3.org:11287,2019-08-01T09:39:59Z,DOI10.1140/epjc/s10052-015-3572-9,10.1140/epjc/s10052-015-3572-9
oai:repo.scoap3.org:17537,2019-08-01T09:36:16Z,DOI10.1140/epjc/s10052-016-4417-x,10.1140/epjc/s10052-016-4417-x
oai:repo.scoap3.org:5143,2019-08-01T09:48:00Z,DOI10.1140/epjc/s10052-014-3189-4,10.1140/epjc/s10052-014-3189-4
oai:repo.scoap3.org:19314,2019-08-01T09:56:56Z,DOI10.1140/epjc/s10052-017-4727-7,10.1140/epjc/s10052-017-4727-7
oai:repo.scoap3.org:22403,2019-08-01T09:49:39Z,DOI10.1140/epjc/s10052-017-5366-8,10.1140/epjc/s10052-017-5366-8
oai:repo.scoap3.org:9585,2019-08-01T09:55:34Z,DOI10.1140/epjc/s10052-015-3341-9,10.1140/epjc/s10052-015-3341-9
oai:repo.scoap3.org:9388,2019-08-01T09:35:43Z,DOI10.1140/epjc/s10052-015-3324-x,10.1140/epjc/s10052-015-3324-x
oai:repo.scoap3.org:9386,2019-08-01T09:57:22Z,DOI10.1140/epjc/s10052-015-3315-y,10.1140/epjc/s10052-015-3315-y
oai:repo.scoap3.org:18715,2019-08-01T09:54:13Z,DOI10.1140/epjc/s10052-017-4604-4,10.1140/epjc/s10052-017-4604-4
oai:repo.scoap3.org:19712,2019-08-01T09:52:33Z,DOI10.1140/epjc/s10052-017-4791-z,10.1140/epjc/s10052-017-4791-z
oai:repo.scoap3.org:13507,2019-08-01T09:40:20Z,DOI10.1140/epjc/s10052-015-3869-8,10.1140/epjc/s10052-015-3869-8
oai:repo.scoap3.org:5096,2019-08-01T09:41:50Z,DOI10.1140/epjc/s10052-014-3195-6,10.1140/epjc/s10052-014-3195-6
oai:repo.scoap3.org:3073,2019-08-01T09:44:03Z,DOI10.1140/epjc/s10052-014-2938-8,10.1140/epjc/s10052-014-2938-8
oai:repo.scoap3.org:18205,2019-08-01T09:53:47Z,DOI10.1140/epjc/s10052-016-4535-5,10.1140/epjc/s10052-016-4535-5
oai:repo.scoap3.org:13652,2019-08-01T09:50:36Z,DOI10.1140/epjc/s10052-016-3890-6,10.1140/epjc/s10052-016-3890-6
oai:repo.scoap3.org:12705,2019-08-01T09:48:33Z,DOI10.1140/epjc/s10052-015-3763-4,10.1140/epjc/s10052-015-3763-4
oai:repo.scoap3.org:22882,2019-08-01T09:38:39Z,DOI10.1140/epjc/s10052-017-5466-5,10.1140/epjc/s10052-017-5466-5
oai:repo.scoap3.org:12382,2019-08-01T09:38:15Z,DOI10.1140/epjc/s10052-015-3732-y,10.1140/epjc/s10052-015-3732-y
oai:repo.scoap3.org:13727,2019-08-01T09:49:34Z,DOI10.1140/epjc/s10052-016-3902-6,10.1140/epjc/s10052-016-3902-6
oai:repo.scoap3.org:16974,2019-08-01T09:58:26Z,DOI10.1140/epjc/s10052-016-4333-0,10.1140/epjc/s10052-016-4333-0
oai:repo.scoap3.org:22863,2019-08-01T09:43:00Z,DOI10.1140/epjc/s10052-017-5469-2,10.1140/epjc/s10052-017-5469-2
oai:repo.scoap3.org:21562,2019-08-01T09:40:06Z,DOI10.1140/epjc/s10052-017-5184-z,10.1140/epjc/s10052-017-5184-z
oai:repo.scoap3.org:13094,2019-08-01T09:39:39Z,DOI10.1140/epjc/s10052-015-3825-7,10.1140/epjc/s10052-015-3825-7
oai:repo.scoap3.org:21448,2019-08-01T09:43:23Z,DOI10.1140/epjc/s10052-017-5149-2,10.1140/epjc/s10052-017-5149-2
oai:repo.scoap3.org:14951,2019-08-01T09:42:20Z,DOI10.1140/epjc/s10052-016-3972-5,10.1140/epjc/s10052-016-3972-5
oai:repo.scoap3.org:14953,2019-08-01T09:35:22Z,DOI10.1140/epjc/s10052-016-3963-6,10.1140/epjc/s10052-016-3963-6
oai:repo.scoap3.org:20963,2019-08-01T09:56:54Z,DOI10.1140/epjc/s10052-017-5088-y,10.1140/epjc/s10052-017-5088-y
oai:repo.scoap3.org:17287,2019-08-01T09:52:14Z,DOI10.1140/epjc/s10052-016-4362-8,10.1140/epjc/s10052-016-4362-8
oai:repo.scoap3.org:3494,2019-08-01T09:35:36Z,DOI10.1140/epjc/s10052-014-2973-5,10.1140/epjc/s10052-014-2973-5
oai:repo.scoap3.org:3497,2019-08-01T09:56:51Z,DOI10.1140/epjc/s10052-014-2986-0,10.1140/epjc/s10052-014-2986-0
oai:repo.scoap3.org:14822,2019-08-01T09:44:27Z,DOI10.1140/epjc/s10052-016-3988-x,10.1140/epjc/s10052-016-3988-x
oai:repo.scoap3.org:14485,2019-08-01T09:38:36Z,DOI10.1140/epjc/s10052-016-3936-9,10.1140/epjc/s10052-016-3936-9
oai:repo.scoap3.org:20823,2019-08-01T09:38:43Z,DOI10.1140/epjc/s10052-017-5043-y,10.1140/epjc/s10052-017-5043-y
oai:repo.scoap3.org:3252,2019-08-01T09:53:32Z,DOI10.1140/epjc/s10052-014-2958-4,10.1140/epjc/s10052-014-2958-4
oai:repo.scoap3.org:15447,2019-08-01T09:54:23Z,DOI10.1140/epjc/s10052-016-4093-x,10.1140/epjc/s10052-016-4093-x
oai:repo.scoap3.org:11445,2019-08-01T09:53:41Z,DOI10.1140/epjc/s10052-015-3596-1,10.1140/epjc/s10052-015-3596-1
oai:repo.scoap3.org:8879,2019-08-01T09:37:01Z,DOI10.1140/epjc/s10052-014-3231-6,10.1140/epjc/s10052-014-3231-6
oai:repo.scoap3.org:17620,2019-08-01T09:40:55Z,DOI10.1140/epjc/s10052-016-4410-4,10.1140/epjc/s10052-016-4410-4
oai:repo.scoap3.org:15195,2019-08-01T09:44:48Z,DOI10.1140/epjc/s10052-016-4035-7,10.1140/epjc/s10052-016-4035-7
oai:repo.scoap3.org:20532,2019-08-01T09:36:15Z,DOI10.1140/epjc/s10052-017-4977-4,10.1140/epjc/s10052-017-4977-4
oai:repo.scoap3.org:23846,2019-08-01T09:41:57Z,DOI10.1140/epjc/s10052-018-5617-3,10.1140/epjc/s10052-018-5617-3
oai:repo.scoap3.org:19158,2019-08-01T09:53:15Z,DOI10.1140/epjc/s10052-017-4691-2,10.1140/epjc/s10052-017-4691-2
oai:repo.scoap3.org:12517,2019-08-01T09:52:49Z,DOI10.1140/epjc/s10052-015-3761-6,10.1140/epjc/s10052-015-3761-6
oai:repo.scoap3.org:3712,2019-08-01T09:47:13Z,DOI10.1140/epjc/s10052-014-3002-4,10.1140/epjc/s10052-014-3002-4
oai:repo.scoap3.org:22523,2019-08-01T09:35:32Z,DOI10.1140/epjc/s10052-017-5382-8,10.1140/epjc/s10052-017-5382-8
oai:repo.scoap3.org:18471,2019-08-01T09:38:08Z,DOI10.1140/epjc/s10052-016-4557-z,10.1140/epjc/s10052-016-4557-z
oai:repo.scoap3.org:2825,2019-08-01T09:51:22Z,DOI10.1140/epjc/s10052-014-2929-9,10.1140/epjc/s10052-014-2929-9
oai:repo.scoap3.org:1240,2019-08-01T09:56:23Z,DOI10.1140/epjc/s10052-013-2711-4,10.1140/epjc/s10052-013-2711-4
oai:repo.scoap3.org:10907,2019-08-01T09:53:43Z,DOI10.1140/epjc/s10052-015-3515-5,10.1140/epjc/s10052-015-3515-5
oai:repo.scoap3.org:11740,2019-08-01T09:51:59Z,DOI10.1140/epjc/s10052-015-3642-z,10.1140/epjc/s10052-015-3642-z
oai:repo.scoap3.org:11741,2019-08-01T09:48:47Z,DOI10.1140/epjc/s10052-015-3643-y,10.1140/epjc/s10052-015-3643-y
oai:repo.scoap3.org:17086,2019-08-01T09:41:45Z,DOI10.1140/epjc/s10052-016-4329-9,10.1140/epjc/s10052-016-4329-9
oai:repo.scoap3.org:22380,2019-08-01T09:40:47Z,DOI10.1140/epjc/s10052-017-5360-1,10.1140/epjc/s10052-017-5360-1
oai:repo.scoap3.org:13781,2019-08-01T09:43:00Z,DOI10.1140/epjc/s10052-015-3870-2,10.1140/epjc/s10052-015-3870-2
oai:repo.scoap3.org:9011,2019-08-01T09:53:43Z,DOI10.1140/epjc/s10052-015-3281-4,10.1140/epjc/s10052-015-3281-4
oai:repo.scoap3.org:8780,2019-08-01T09:53:39Z,DOI10.1140/epjc/s10052-014-3234-3,10.1140/epjc/s10052-014-3234-3
oai:repo.scoap3.org:8782,2019-08-01T09:56:13Z,DOI10.1140/epjc/s10052-014-3236-1,10.1140/epjc/s10052-014-3236-1
oai:repo.scoap3.org:21416,2019-08-01T09:45:36Z,DOI10.1140/epjc/s10052-017-5147-4,10.1140/epjc/s10052-017-5147-4
oai:repo.scoap3.org:2306,2019-08-01T09:44:46Z,DOI10.1140/epjc/s10052-014-2853-z,10.1140/epjc/s10052-014-2853-z
oai:repo.scoap3.org:8940,2019-08-01T09:45:40Z,DOI10.1140/epjc/s10052-014-3243-2,10.1140/epjc/s10052-014-3243-2
oai:repo.scoap3.org:1770,2019-08-01T09:40:57Z,DOI10.1140/epjc/s10052-014-2827-1,10.1140/epjc/s10052-014-2827-1
oai:repo.scoap3.org:17190,2019-08-01T09:57:04Z,DOI10.1140/epjc/s10052-016-4343-y,10.1140/epjc/s10052-016-4343-y
oai:repo.scoap3.org:21008,2019-08-01T09:41:17Z,DOI10.1140/epjc/s10052-017-5098-9,10.1140/epjc/s10052-017-5098-9
oai:repo.scoap3.org:11819,2019-08-01T09:57:25Z,DOI10.1140/epjc/s10052-015-3652-x,10.1140/epjc/s10052-015-3652-x
oai:repo.scoap3.org:11816,2019-08-01T09:47:22Z,DOI10.1140/epjc/s10052-015-3635-y,10.1140/epjc/s10052-015-3635-y
oai:repo.scoap3.org:16634,2019-08-01T09:44:02Z,DOI10.1140/epjc/s10052-016-4269-4,10.1140/epjc/s10052-016-4269-4
oai:repo.scoap3.org:9243,2019-08-01T09:56:29Z,DOI10.1140/epjc/s10052-014-3233-4,10.1140/epjc/s10052-014-3233-4
oai:repo.scoap3.org:1121,2019-08-01T09:38:53Z,DOI10.1140/epjc/s10052-014-2735-4,10.1140/epjc/s10052-014-2735-4
oai:repo.scoap3.org:19047,2019-08-01T09:35:48Z,DOI10.1140/epjc/s10052-017-4649-4,10.1140/epjc/s10052-017-4649-4
oai:repo.scoap3.org:23900,2019-08-01T09:54:02Z,DOI10.1140/epjc/s10052-018-5523-8,10.1140/epjc/s10052-018-5523-8
oai:repo.scoap3.org:11032,2019-08-01T09:51:46Z,DOI10.1140/epjc/s10052-015-3540-4,10.1140/epjc/s10052-015-3540-4
oai:repo.scoap3.org:22434,2019-08-01T09:45:56Z,DOI10.1140/epjc/s10052-017-5370-z,10.1140/epjc/s10052-017-5370-z
oai:repo.scoap3.org:22850,2019-08-01T09:36:55Z,DOI10.1140/epjc/s10052-017-5467-4,10.1140/epjc/s10052-017-5467-4
oai:repo.scoap3.org:18105,2019-08-01T09:37:11Z,DOI10.1140/epjc/s10052-016-4473-2,10.1140/epjc/s10052-016-4473-2
oai:repo.scoap3.org:16091,2019-08-01T09:44:06Z,DOI10.1140/epjc/s10052-016-4190-x,10.1140/epjc/s10052-016-4190-x
oai:repo.scoap3.org:22725,2019-08-01T09:44:03Z,DOI10.1140/epjc/s10052-017-5432-2,10.1140/epjc/s10052-017-5432-2
oai:repo.scoap3.org:1635,2019-08-01T09:51:30Z,DOI10.1140/epjc/s10052-014-2790-x,10.1140/epjc/s10052-014-2790-x
oai:repo.scoap3.org:17384,2019-08-01T09:54:26Z,DOI10.1140/epjc/s10052-016-4361-9,10.1140/epjc/s10052-016-4361-9
oai:repo.scoap3.org:17380,2019-08-01T09:48:08Z,DOI10.1140/epjc/s10052-016-4366-4,10.1140/epjc/s10052-016-4366-4
oai:repo.scoap3.org:19490,2019-08-01T09:44:55Z,DOI10.1140/epjc/s10052-017-4777-x,10.1140/epjc/s10052-017-4777-x
oai:repo.scoap3.org:22657,2019-08-01T09:41:29Z,DOI10.1140/epjc/s10052-017-5417-1,10.1140/epjc/s10052-017-5417-1
oai:repo.scoap3.org:4558,2019-08-01T09:53:59Z,DOI10.1140/epjc/s10052-014-3109-7,10.1140/epjc/s10052-014-3109-7
oai:repo.scoap3.org:1704,2019-08-01T09:55:15Z,DOI10.1140/epjc/s10052-014-2792-8,10.1140/epjc/s10052-014-2792-8
oai:repo.scoap3.org:13467,2019-08-01T09:47:20Z,DOI10.1140/epjc/s10052-015-3861-3,10.1140/epjc/s10052-015-3861-3
oai:repo.scoap3.org:13468,2019-08-01T09:46:41Z,DOI10.1140/epjc/s10052-016-3883-5,10.1140/epjc/s10052-016-3883-5
oai:repo.scoap3.org:20104,2019-08-01T09:55:15Z,DOI10.1140/epjc/s10052-017-4887-5,10.1140/epjc/s10052-017-4887-5
oai:repo.scoap3.org:13085,2019-08-01T09:48:05Z,DOI10.1140/epjc/s10052-015-3824-8,10.1140/epjc/s10052-015-3824-8
oai:repo.scoap3.org:24629,2019-08-01T09:59:06Z,DOI10.1140/epjc/s10052-018-5760-x,10.1140/epjc/s10052-018-5760-x
oai:repo.scoap3.org:13066,2019-08-01T09:39:39Z,DOI10.1140/epjc/s10052-015-3813-y,10.1140/epjc/s10052-015-3813-y
oai:repo.scoap3.org:19669,2019-08-01T09:48:05Z,DOI10.1140/epjc/s10052-017-4796-7,10.1140/epjc/s10052-017-4796-7
oai:repo.scoap3.org:20814,2019-08-01T09:38:25Z,DOI10.1140/epjc/s10052-017-5023-2,10.1140/epjc/s10052-017-5023-2
oai:repo.scoap3.org:17767,2019-08-01T09:54:07Z,DOI10.1140/epjc/s10052-016-4459-0,10.1140/epjc/s10052-016-4459-0
oai:repo.scoap3.org:20657,2019-08-01T09:43:05Z,DOI10.1140/epjc/s10052-017-4994-3,10.1140/epjc/s10052-017-4994-3
oai:repo.scoap3.org:20494,2019-08-01T09:38:25Z,DOI10.1140/epjc/s10052-017-4939-x,10.1140/epjc/s10052-017-4939-x
oai:repo.scoap3.org:13614,2019-08-01T09:51:09Z,DOI10.1140/epjc/s10052-015-3820-z,10.1140/epjc/s10052-015-3820-z
oai:repo.scoap3.org:24628,2019-08-01T09:56:58Z,DOI10.1140/epjc/s10052-018-5755-7,10.1140/epjc/s10052-018-5755-7
oai:repo.scoap3.org:13615,2019-08-01T09:37:31Z,DOI10.1140/epjc/s10052-015-3867-x,10.1140/epjc/s10052-015-3867-x
oai:repo.scoap3.org:20881,2019-08-01T09:44:48Z,DOI10.1140/epjc/s10052-017-5046-8,10.1140/epjc/s10052-017-5046-8
oai:repo.scoap3.org:13012,2019-08-01T09:56:18Z,DOI10.1140/epjc/s10052-015-3811-0,10.1140/epjc/s10052-015-3811-0
oai:repo.scoap3.org:13121,2019-08-01T09:45:33Z,DOI10.1140/epjc/s10052-015-3838-2,10.1140/epjc/s10052-015-3838-2
oai:repo.scoap3.org:21599,2019-08-01T09:52:11Z,DOI10.1140/epjc/s10052-017-5165-2,10.1140/epjc/s10052-017-5165-2
oai:repo.scoap3.org:13126,2019-08-01T09:37:46Z,DOI10.1140/epjc/s10052-015-3834-6,10.1140/epjc/s10052-015-3834-6
oai:repo.scoap3.org:4781,2019-08-01T09:52:49Z,DOI10.1140/epjc/s10052-014-3154-2,10.1140/epjc/s10052-014-3154-2
oai:repo.scoap3.org:22679,2019-08-01T09:56:32Z,DOI10.1140/epjc/s10052-017-5408-2,10.1140/epjc/s10052-017-5408-2
oai:repo.scoap3.org:20317,2019-08-01T09:38:53Z,DOI10.1140/epjc/s10052-017-4898-2,10.1140/epjc/s10052-017-4898-2
oai:repo.scoap3.org:15424,2019-08-01T09:39:08Z,DOI10.1140/epjc/s10052-016-4059-z,10.1140/epjc/s10052-016-4059-z
oai:repo.scoap3.org:18415,2019-08-01T09:47:19Z,DOI10.1140/epjc/s10052-016-4564-0,10.1140/epjc/s10052-016-4564-0
oai:repo.scoap3.org:20319,2019-08-01T09:57:07Z,DOI10.1140/epjc/s10052-017-4936-0,10.1140/epjc/s10052-017-4936-0
oai:repo.scoap3.org:18003,2019-08-01T09:56:00Z,DOI10.1140/epjc/s10052-016-4493-y,10.1140/epjc/s10052-016-4493-y
oai:repo.scoap3.org:20773,2019-08-01T09:47:19Z,DOI10.1140/epjc/s10052-017-5027-y,10.1140/epjc/s10052-017-5027-y
oai:repo.scoap3.org:20771,2019-08-01T09:41:24Z,DOI10.1140/epjc/s10052-017-5015-2,10.1140/epjc/s10052-017-5015-2
oai:repo.scoap3.org:3690,2019-08-01T09:47:19Z,DOI10.1140/epjc/s10052-014-2998-9,10.1140/epjc/s10052-014-2998-9
oai:repo.scoap3.org:3300,2019-08-01T09:40:01Z,DOI10.1140/epjc/s10052-014-2966-4,10.1140/epjc/s10052-014-2966-4
oai:repo.scoap3.org:11457,2019-08-01T09:39:49Z,DOI10.1140/epjc/s10052-015-3621-4,10.1140/epjc/s10052-015-3621-4
oai:repo.scoap3.org:3308,2019-08-01T09:51:22Z,DOI10.1140/epjc/s10052-014-2968-2,10.1140/epjc/s10052-014-2968-2
oai:repo.scoap3.org:2594,2019-08-01T09:44:14Z,DOI10.1140/epjc/s10052-013-2698-x,10.1140/epjc/s10052-013-2698-x
oai:repo.scoap3.org:2595,2019-08-01T09:44:14Z,DOI10.1140/epjc/s10052-013-2712-3,10.1140/epjc/s10052-013-2712-3
oai:repo.scoap3.org:14536,2019-08-01T09:52:02Z,DOI10.1140/epjc/s10052-016-3959-2,10.1140/epjc/s10052-016-3959-2
oai:repo.scoap3.org:22616,2019-08-01T09:48:16Z,DOI10.1140/epjc/s10052-017-5398-0,10.1140/epjc/s10052-017-5398-0
oai:repo.scoap3.org:1823,2019-08-01T09:37:42Z,DOI10.1140/epjc/s10052-014-2780-z,10.1140/epjc/s10052-014-2780-z
oai:repo.scoap3.org:20427,2019-08-01T09:46:49Z,DOI10.1140/epjc/s10052-017-4949-8,10.1140/epjc/s10052-017-4949-8
oai:repo.scoap3.org:20426,2019-08-01T09:38:04Z,DOI10.1140/epjc/s10052-017-4921-7,10.1140/epjc/s10052-017-4921-7
oai:repo.scoap3.org:10091,2019-08-01T09:57:25Z,DOI10.1140/epjc/s10052-015-3388-7,10.1140/epjc/s10052-015-3388-7
oai:repo.scoap3.org:19144,2019-08-01T09:58:41Z,DOI10.1140/epjc/s10052-017-4699-7,10.1140/epjc/s10052-017-4699-7
oai:repo.scoap3.org:3572,2019-08-01T09:48:05Z,DOI10.1140/epjc/s10052-014-3000-6,10.1140/epjc/s10052-014-3000-6
oai:repo.scoap3.org:19955,2019-08-01T09:56:56Z,DOI10.1140/epjc/s10052-017-4848-z,10.1140/epjc/s10052-017-4848-z
oai:repo.scoap3.org:19954,2019-08-01T09:38:01Z,DOI10.1140/epjc/s10052-017-4832-7,10.1140/epjc/s10052-017-4832-7
oai:repo.scoap3.org:18728,2019-08-01T09:52:35Z,DOI10.1140/epjc/s10052-017-4617-z,10.1140/epjc/s10052-017-4617-z
oai:repo.scoap3.org:1955,2019-08-01T09:40:01Z,DOI10.1140/epjc/s10052-014-2833-3,10.1140/epjc/s10052-014-2833-3
oai:repo.scoap3.org:1954,2019-08-01T09:48:22Z,DOI10.1140/epjc/s10052-014-2840-4,10.1140/epjc/s10052-014-2840-4
oai:repo.scoap3.org:23481,2019-08-01T09:49:47Z,DOI10.1140/epjc/s10052-018-5575-9,10.1140/epjc/s10052-018-5575-9
oai:repo.scoap3.org:22148,2019-08-01T09:46:05Z,DOI10.1140/epjc/s10052-017-5265-z,10.1140/epjc/s10052-017-5265-z
oai:repo.scoap3.org:5250,2019-08-01T09:36:18Z,DOI10.1140/epjc/s10052-014-3220-9,10.1140/epjc/s10052-014-3220-9
oai:repo.scoap3.org:22404,2019-08-01T09:37:18Z,DOI10.1140/epjc/s10052-017-5378-4,10.1140/epjc/s10052-017-5378-4
oai:repo.scoap3.org:18367,2019-08-01T09:58:33Z,DOI10.1140/epjc/s10052-016-4554-2,10.1140/epjc/s10052-016-4554-2
oai:repo.scoap3.org:16809,2019-08-01T09:53:41Z,DOI10.1140/epjc/s10052-016-4299-y,10.1140/epjc/s10052-016-4299-y
oai:repo.scoap3.org:21188,2019-08-01T09:55:36Z,DOI10.1140/epjc/s10052-017-5131-z,10.1140/epjc/s10052-017-5131-z
oai:repo.scoap3.org:16302,2019-08-01T09:56:15Z,DOI10.1140/epjc/s10052-016-4220-8,10.1140/epjc/s10052-016-4220-8
oai:repo.scoap3.org:19765,2019-08-01T09:56:46Z,DOI10.1140/epjc/s10052-017-4775-z,10.1140/epjc/s10052-017-4775-z
oai:repo.scoap3.org:22038,2019-08-01T09:37:20Z,DOI10.1140/epjc/s10052-017-5289-4,10.1140/epjc/s10052-017-5289-4
oai:repo.scoap3.org:19769,2019-08-01T09:52:14Z,DOI10.1140/epjc/s10052-017-4799-4,10.1140/epjc/s10052-017-4799-4
oai:repo.scoap3.org:21965,2019-08-01T09:45:56Z,DOI10.1140/epjc/s10052-017-5281-z,10.1140/epjc/s10052-017-5281-z
oai:repo.scoap3.org:9846,2019-08-01T09:37:11Z,DOI10.1140/epjc/s10052-015-3366-0,10.1140/epjc/s10052-015-3366-0
oai:repo.scoap3.org:9330,2019-08-01T09:45:22Z,DOI10.1140/epjc/s10052-015-3308-x,10.1140/epjc/s10052-015-3308-x
oai:repo.scoap3.org:19300,2019-08-01T09:41:39Z,DOI10.1140/epjc/s10052-017-4705-0,10.1140/epjc/s10052-017-4705-0
oai:repo.scoap3.org:13803,2019-08-01T09:36:02Z,DOI10.1140/epjc/s10052-016-3908-0,10.1140/epjc/s10052-016-3908-0
oai:repo.scoap3.org:19715,2019-08-01T09:35:43Z,DOI10.1140/epjc/s10052-017-4731-y,10.1140/epjc/s10052-017-4731-y
oai:repo.scoap3.org:19738,2019-08-01T09:40:16Z,DOI10.1140/epjc/s10052-017-4797-6,10.1140/epjc/s10052-017-4797-6
oai:repo.scoap3.org:19230,2019-08-01T09:56:39Z,DOI10.1140/epjc/s10052-017-4700-5,10.1140/epjc/s10052-017-4700-5
oai:repo.scoap3.org:14650,2019-08-01T09:56:13Z,DOI10.1140/epjc/s10052-016-3975-2,10.1140/epjc/s10052-016-3975-2
oai:repo.scoap3.org:20160,2019-08-01T09:58:42Z,DOI10.1140/epjc/s10052-017-4871-0,10.1140/epjc/s10052-017-4871-0
oai:repo.scoap3.org:13571,2019-08-01T09:57:25Z,DOI10.1140/epjc/s10052-016-3884-4,10.1140/epjc/s10052-016-3884-4
oai:repo.scoap3.org:1769,2019-08-01T09:40:26Z,DOI10.1140/epjc/s10052-014-2813-7,10.1140/epjc/s10052-014-2813-7
oai:repo.scoap3.org:4108,2019-08-01T09:46:10Z,DOI10.1140/epjc/s10052-014-3064-3,10.1140/epjc/s10052-014-3064-3
oai:repo.scoap3.org:1767,2019-08-01T09:41:11Z,DOI10.1140/epjc/s10052-014-2820-8,10.1140/epjc/s10052-014-2820-8
oai:repo.scoap3.org:16870,2019-08-01T09:43:28Z,DOI10.1140/epjc/s10052-016-4304-5,10.1140/epjc/s10052-016-4304-5
oai:repo.scoap3.org:17691,2019-08-01T09:58:33Z,DOI10.1140/epjc/s10052-016-4423-z,10.1140/epjc/s10052-016-4423-z
oai:repo.scoap3.org:19907,2019-08-01T09:55:45Z,DOI10.1140/epjc/s10052-017-4834-5,10.1140/epjc/s10052-017-4834-5
oai:repo.scoap3.org:21143,2019-08-01T09:46:10Z,DOI10.1140/epjc/s10052-017-5107-z,10.1140/epjc/s10052-017-5107-z
oai:repo.scoap3.org:21144,2019-08-01T09:52:56Z,DOI10.1140/epjc/s10052-017-5110-4,10.1140/epjc/s10052-017-5110-4
oai:repo.scoap3.org:20430,2019-08-01T09:39:11Z,DOI10.1140/epjc/s10052-017-4944-0,10.1140/epjc/s10052-017-4944-0
oai:repo.scoap3.org:15742,2019-08-01T09:43:13Z,DOI10.1140/epjc/s10052-016-4119-4,10.1140/epjc/s10052-016-4119-4
oai:repo.scoap3.org:15741,2019-08-01T09:58:56Z,DOI10.1140/epjc/s10052-016-4110-0,10.1140/epjc/s10052-016-4110-0
oai:repo.scoap3.org:15210,2019-08-01T09:54:29Z,DOI10.1140/epjc/s10052-016-4052-6,10.1140/epjc/s10052-016-4052-6
oai:repo.scoap3.org:15213,2019-08-01T09:59:01Z,DOI10.1140/epjc/s10052-016-4042-8,10.1140/epjc/s10052-016-4042-8
oai:repo.scoap3.org:15695,2019-08-01T09:40:01Z,DOI10.1140/epjc/s10052-016-4112-y,10.1140/epjc/s10052-016-4112-y
oai:repo.scoap3.org:14340,2019-08-01T09:40:21Z,DOI10.1140/epjc/s10052-016-3911-5,10.1140/epjc/s10052-016-3911-5
oai:repo.scoap3.org:14342,2019-08-01T09:47:03Z,DOI10.1140/epjc/s10052-016-3928-9,10.1140/epjc/s10052-016-3928-9
oai:repo.scoap3.org:17820,2019-08-01T09:41:09Z,DOI10.1140/epjc/s10052-016-4462-5,10.1140/epjc/s10052-016-4462-5
oai:repo.scoap3.org:21897,2019-08-01T09:48:36Z,DOI10.1140/epjc/s10052-017-5230-x,10.1140/epjc/s10052-017-5230-x
oai:repo.scoap3.org:12973,2019-08-01T09:56:51Z,DOI10.1140/epjc/s10052-015-3774-1,10.1140/epjc/s10052-015-3774-1
oai:repo.scoap3.org:12974,2019-08-01T09:37:22Z,DOI10.1140/epjc/s10052-015-3776-z,10.1140/epjc/s10052-015-3776-z
oai:repo.scoap3.org:10550,2019-08-01T09:58:41Z,DOI10.1140/epjc/s10052-015-3441-6,10.1140/epjc/s10052-015-3441-6
oai:repo.scoap3.org:10555,2019-08-01T09:54:42Z,DOI10.1140/epjc/s10052-015-3477-7,10.1140/epjc/s10052-015-3477-7
oai:repo.scoap3.org:15102,2019-08-01T09:36:16Z,DOI10.1140/epjc/s10052-016-4008-x,10.1140/epjc/s10052-016-4008-x
oai:repo.scoap3.org:15704,2019-08-01T09:48:50Z,DOI10.1140/epjc/s10052-016-4132-7,10.1140/epjc/s10052-016-4132-7
oai:repo.scoap3.org:12874,2019-08-01T09:48:53Z,DOI10.1140/epjc/s10052-015-3766-1,10.1140/epjc/s10052-015-3766-1
