identifier,datestamp,datafield,doi
oai:repo.scoap3.org:13486,2019-08-01T09:59:01Z,DOI10.1016/j.physletb.2016.01.020,10.1016/j.physletb.2016.01.020
oai:repo.scoap3.org:21228,2019-08-01T09:51:24Z,DOI10.1016/j.physletb.2017.08.027,10.1016/j.physletb.2017.08.027
oai:repo.scoap3.org:21222,2019-08-01T09:51:24Z,DOI10.1016/j.physletb.2017.08.025,10.1016/j.physletb.2017.08.025
oai:repo.scoap3.org:24149,2019-08-01T09:42:29Z,DOI10.1016/j.physletb.2018.03.007,10.1016/j.physletb.2018.03.007
oai:repo.scoap3.org:21360,2019-08-01T09:39:49Z,DOI10.1016/j.physletb.2017.08.062,10.1016/j.physletb.2017.08.062
oai:repo.scoap3.org:24944,2019-08-01T09:51:24Z,DOI10.1016/j.physletb.2018.04.030,10.1016/j.physletb.2018.04.030
oai:repo.scoap3.org:24192,2019-08-01T09:44:14Z,DOI10.1016/j.physletb.2018.02.076,10.1016/j.physletb.2018.02.076
oai:repo.scoap3.org:19788,2019-08-01T09:51:12Z,DOI10.1016/j.physletb.2017.04.028,10.1016/j.physletb.2017.04.028
oai:repo.scoap3.org:24432,2019-08-01T09:51:12Z,DOI10.1016/j.physletb.2018.03.045,10.1016/j.physletb.2018.03.045
oai:repo.scoap3.org:25234,2019-08-01T09:47:03Z,DOI10.1140/epjc/s10052-018-5836-7,10.1140/epjc/s10052-018-5836-7
oai:repo.scoap3.org:25235,2019-08-01T09:45:48Z,DOI10.1007/JHEP04(2018)047,10.1007/jhep04(2018)047
oai:repo.scoap3.org:25237,2019-08-01T09:55:49Z,DOI10.1007/JHEP04(2018)074,10.1007/jhep04(2018)074
oai:repo.scoap3.org:25248,2019-08-01T09:46:17Z,DOI10.1140/epjc/s10052-018-5839-4,10.1140/epjc/s10052-018-5839-4
oai:repo.scoap3.org:40158,2019-08-01T09:50:09Z,DOI10.1103/PhysRevD.97.105004,10.1103/physrevd.97.105004
oai:repo.scoap3.org:25276,2019-08-01T09:57:35Z,DOI10.1016/j.nuclphysb.2018.04.017,10.1016/j.nuclphysb.2018.04.017
oai:repo.scoap3.org:25258,2019-08-01T09:35:36Z,DOI10.1016/j.nuclphysb.2018.04.012,10.1016/j.nuclphysb.2018.04.012
oai:repo.scoap3.org:25299,2019-08-01T09:42:25Z,DOI10.1016/j.physletb.2018.04.031,10.1016/j.physletb.2018.04.031
oai:repo.scoap3.org:25281,2019-08-01T09:51:37Z,DOI10.1016/j.physletb.2018.04.053,10.1016/j.physletb.2018.04.053
oai:repo.scoap3.org:25283,2019-08-01T09:42:53Z,DOI10.1016/j.physletb.2018.04.058,10.1016/j.physletb.2018.04.058
oai:repo.scoap3.org:25284,2019-08-01T09:54:13Z,DOI10.1016/j.physletb.2018.04.057,10.1016/j.physletb.2018.04.057
oai:repo.scoap3.org:25279,2019-08-01T09:50:25Z,DOI10.1016/j.physletb.2018.04.060,10.1016/j.physletb.2018.04.060
oai:repo.scoap3.org:25272,2019-08-01T09:40:37Z,DOI10.1016/j.physletb.2018.04.051,10.1016/j.physletb.2018.04.051
oai:repo.scoap3.org:25267,2019-08-01T09:37:16Z,DOI10.1016/j.physletb.2018.04.048,10.1016/j.physletb.2018.04.048
oai:repo.scoap3.org:25264,2019-08-01T09:37:16Z,DOI10.1016/j.physletb.2018.04.045,10.1016/j.physletb.2018.04.045
oai:repo.scoap3.org:25260,2019-08-01T09:50:09Z,DOI10.1016/j.physletb.2018.04.040,10.1016/j.physletb.2018.04.040
oai:repo.scoap3.org:40161,2019-08-01T09:40:39Z,DOI10.1103/PhysRevLett.120.182001,10.1103/physrevlett.120.182001
oai:repo.scoap3.org:25327,2019-08-01T09:35:55Z,DOI10.1007/JHEP05(2018)020,10.1007/jhep05(2018)020
oai:repo.scoap3.org:25321,2019-08-01T09:35:36Z,DOI10.1007/JHEP05(2018)010,10.1007/jhep05(2018)010
oai:repo.scoap3.org:25331,2019-08-01T09:55:51Z,DOI10.1016/j.physletb.2018.04.067,10.1016/j.physletb.2018.04.067
oai:repo.scoap3.org:40173,2019-08-01T09:46:54Z,DOI10.1103/PhysRevD.97.095006,10.1103/physrevd.97.095006
oai:repo.scoap3.org:40175,2019-08-01T09:41:35Z,DOI10.1103/PhysRevC.97.055203,10.1103/physrevc.97.055203
oai:repo.scoap3.org:25349,2019-08-01T09:42:27Z,DOI10.1007/JHEP05(2018)022,10.1007/jhep05(2018)022
oai:repo.scoap3.org:25348,2019-08-01T09:53:20Z,DOI10.1007/JHEP05(2018)019,10.1007/jhep05(2018)019
oai:repo.scoap3.org:25352,2019-08-01T09:53:23Z,DOI10.1007/JHEP05(2018)027,10.1007/jhep05(2018)027
oai:repo.scoap3.org:25350,2019-08-01T09:39:53Z,DOI10.1007/JHEP05(2018)023,10.1007/jhep05(2018)023
oai:repo.scoap3.org:25358,2019-08-01T09:58:14Z,DOI10.1088/1674-1137/42/5/053002,10.1088/1674-1137/42/5/053002
oai:repo.scoap3.org:25356,2019-08-01T09:58:14Z,DOI10.1088/1674-1137/42/5/051001,10.1088/1674-1137/42/5/051001
oai:repo.scoap3.org:25368,2019-08-01T09:50:26Z,DOI10.1140/epjc/s10052-018-5864-3,10.1140/epjc/s10052-018-5864-3
oai:repo.scoap3.org:25367,2019-08-01T09:45:22Z,DOI10.1140/epjc/s10052-018-5860-7,10.1140/epjc/s10052-018-5860-7
oai:repo.scoap3.org:25362,2019-08-01T09:52:37Z,DOI10.1007/JHEP04(2018)096,10.1007/jhep04(2018)096
oai:repo.scoap3.org:25375,2019-08-01T09:55:41Z,DOI10.1140/epjc/s10052-018-5834-9,10.1140/epjc/s10052-018-5834-9
oai:repo.scoap3.org:25389,2019-08-01T09:51:32Z,DOI10.1007/JHEP05(2018)032,10.1007/jhep05(2018)032
oai:repo.scoap3.org:25378,2019-08-01T09:58:41Z,DOI10.1007/JHEP04(2018)059,10.1007/jhep04(2018)059
oai:repo.scoap3.org:25393,2019-08-01T09:42:07Z,DOI10.1007/JHEP05(2018)045,10.1007/jhep05(2018)045
oai:repo.scoap3.org:25066,2019-08-01T09:42:00Z,DOI10.1140/epjc/s10052-018-5818-9,10.1140/epjc/s10052-018-5818-9
oai:repo.scoap3.org:25403,2019-08-01T09:55:53Z,DOI10.1016/j.physletb.2018.05.009,10.1016/j.physletb.2018.05.009
oai:repo.scoap3.org:25404,2019-08-01T09:55:19Z,DOI10.1140/epjc/s10052-018-5840-y,10.1140/epjc/s10052-018-5840-y
oai:repo.scoap3.org:25423,2019-08-01T09:52:11Z,DOI10.1140/epjc/s10052-018-5829-6,10.1140/epjc/s10052-018-5829-6
oai:repo.scoap3.org:25422,2019-08-01T09:49:13Z,DOI10.1007/JHEP05(2018)047,10.1007/jhep05(2018)047
oai:repo.scoap3.org:40188,2019-08-01T09:39:37Z,DOI10.1103/PhysRevD.97.094006,10.1103/physrevd.97.094006
oai:repo.scoap3.org:25441,2019-08-01T09:57:29Z,DOI10.1016/j.physletb.2018.05.021,10.1016/j.physletb.2018.05.021
oai:repo.scoap3.org:25451,2019-08-01T09:55:28Z,DOI10.1140/epjc/s10052-018-5862-5,10.1140/epjc/s10052-018-5862-5
oai:repo.scoap3.org:25464,2019-08-01T09:39:35Z,DOI10.1140/epjc/s10052-018-5838-5,10.1140/epjc/s10052-018-5838-5
oai:repo.scoap3.org:25458,2019-08-01T09:52:40Z,DOI10.1007/JHEP05(2018)062,10.1007/jhep05(2018)062
oai:repo.scoap3.org:25471,2019-08-01T09:44:46Z,DOI10.1016/j.physletb.2018.05.024,10.1016/j.physletb.2018.05.024
oai:repo.scoap3.org:21761,2019-08-01T09:44:43Z,DOI10.1007/JHEP10(2017)004,10.1007/jhep10(2017)004
oai:repo.scoap3.org:21760,2019-08-01T09:36:45Z,DOI10.1007/JHEP10(2017)009,10.1007/jhep10(2017)009
oai:repo.scoap3.org:20809,2019-08-01T09:56:36Z,DOI10.1007/JHEP07(2017)065,10.1007/jhep07(2017)065
oai:repo.scoap3.org:17777,2019-08-01T09:35:55Z,DOI10.1007/JHEP11(2016)021,10.1007/jhep11(2016)021
oai:repo.scoap3.org:23533,2019-08-01T09:37:18Z,DOI10.1007/JHEP01(2018)158,10.1007/jhep01(2018)158
oai:repo.scoap3.org:20567,2019-08-01T09:46:10Z,DOI10.1007/JHEP06(2017)099,10.1007/jhep06(2017)099
oai:repo.scoap3.org:14397,2019-08-01T09:46:05Z,DOI10.1007/JHEP02(2016)118,10.1007/jhep02(2016)118
oai:repo.scoap3.org:20640,2019-08-01T09:45:02Z,DOI10.1007/JHEP06(2017)137,10.1007/jhep06(2017)137
oai:repo.scoap3.org:22668,2019-08-01T09:44:57Z,DOI10.1007/JHEP12(2017)040,10.1007/jhep12(2017)040
oai:repo.scoap3.org:23552,2019-08-01T09:45:04Z,DOI10.1007/JHEP02(2018)019,10.1007/jhep02(2018)019
oai:repo.scoap3.org:23553,2019-08-01T09:56:54Z,DOI10.1007/JHEP02(2018)022,10.1007/jhep02(2018)022
oai:repo.scoap3.org:15600,2019-08-01T09:38:18Z,DOI10.1007/JHEP05(2016)070,10.1007/jhep05(2016)070
oai:repo.scoap3.org:21381,2019-08-01T09:48:05Z,DOI10.1007/JHEP09(2017)016,10.1007/jhep09(2017)016
oai:repo.scoap3.org:19358,2019-08-01T09:37:42Z,DOI10.1007/JHEP03(2017)084,10.1007/jhep03(2017)084
oai:repo.scoap3.org:25123,2019-08-01T09:55:03Z,DOI10.1007/JHEP04(2018)122,10.1007/jhep04(2018)122
oai:repo.scoap3.org:19804,2019-08-01T09:58:41Z,DOI10.1007/JHEP04(2017)110,10.1007/jhep04(2017)110
oai:repo.scoap3.org:24838,2019-08-01T09:37:43Z,DOI10.1007/JHEP03(2018)172,10.1007/jhep03(2018)172
oai:repo.scoap3.org:22875,2019-08-01T09:55:03Z,DOI10.1007/JHEP12(2017)121,10.1007/jhep12(2017)121
oai:repo.scoap3.org:19106,2019-08-01T09:57:01Z,DOI10.1007/JHEP02(2017)112,10.1007/jhep02(2017)112
oai:repo.scoap3.org:19107,2019-08-01T09:52:02Z,DOI10.1007/JHEP02(2017)115,10.1007/jhep02(2017)115
oai:repo.scoap3.org:18892,2019-08-01T09:42:31Z,DOI10.1007/JHEP02(2017)024,10.1007/jhep02(2017)024
oai:repo.scoap3.org:21734,2019-08-01T09:57:01Z,DOI10.1007/JHEP09(2017)151,10.1007/jhep09(2017)151
oai:repo.scoap3.org:18679,2019-08-01T09:53:29Z,DOI10.1007/JHEP01(2017)088,10.1007/jhep01(2017)088
oai:repo.scoap3.org:16706,2019-08-01T09:35:55Z,DOI10.1007/JHEP08(2016)042,10.1007/jhep08(2016)042
oai:repo.scoap3.org:16703,2019-08-01T09:39:57Z,DOI10.1007/JHEP08(2016)037,10.1007/jhep08(2016)037
oai:repo.scoap3.org:16702,2019-08-01T09:49:09Z,DOI10.1007/JHEP08(2016)033,10.1007/jhep08(2016)033
oai:repo.scoap3.org:18075,2019-08-01T09:39:14Z,DOI10.1007/JHEP11(2016)151,10.1007/jhep11(2016)151
oai:repo.scoap3.org:18073,2019-08-01T09:43:38Z,DOI10.1007/JHEP11(2016)149,10.1007/jhep11(2016)149
oai:repo.scoap3.org:24096,2019-08-01T09:47:25Z,DOI10.1007/JHEP02(2018)181,10.1007/jhep02(2018)181
oai:repo.scoap3.org:19658,2019-08-01T09:52:35Z,DOI10.1007/JHEP04(2017)037,10.1007/jhep04(2017)037
oai:repo.scoap3.org:16418,2019-08-01T09:36:39Z,DOI10.1007/JHEP07(2016)052,10.1007/jhep07(2016)052
oai:repo.scoap3.org:21857,2019-08-01T09:39:24Z,DOI10.1007/JHEP10(2017)059,10.1007/jhep10(2017)059
oai:repo.scoap3.org:21858,2019-08-01T09:39:20Z,DOI10.1007/JHEP10(2017)060,10.1007/jhep10(2017)060
oai:repo.scoap3.org:21675,2019-08-01T09:42:03Z,DOI10.1007/JHEP09(2017)118,10.1007/jhep09(2017)118
oai:repo.scoap3.org:17386,2019-08-01T09:44:36Z,DOI10.1007/JHEP10(2016)002,10.1007/jhep10(2016)002
oai:repo.scoap3.org:14948,2019-08-01T09:48:22Z,DOI10.1007/JHEP03(2016)178,10.1007/jhep03(2016)178
oai:repo.scoap3.org:19724,2019-08-01T09:53:29Z,DOI10.1007/JHEP04(2017)071,10.1007/jhep04(2017)071
oai:repo.scoap3.org:13736,2019-08-01T09:48:25Z,DOI10.1007/JHEP02(2016)015,10.1007/jhep02(2016)015
oai:repo.scoap3.org:22654,2019-08-01T09:48:25Z,DOI10.1007/JHEP12(2017)032,10.1007/jhep12(2017)032
oai:repo.scoap3.org:19726,2019-08-01T09:48:25Z,DOI10.1007/JHEP04(2017)074,10.1007/jhep04(2017)074
oai:repo.scoap3.org:17160,2019-08-01T09:56:13Z,DOI10.1007/JHEP09(2016)081,10.1007/jhep09(2016)081
oai:repo.scoap3.org:17169,2019-08-01T09:48:25Z,DOI10.1007/JHEP09(2016)080,10.1007/jhep09(2016)080
oai:repo.scoap3.org:13397,2019-08-01T09:47:10Z,DOI10.1007/JHEP01(2016)059,10.1007/jhep01(2016)059
oai:repo.scoap3.org:23949,2019-08-01T09:47:03Z,DOI10.1007/JHEP02(2018)098,10.1007/jhep02(2018)098
oai:repo.scoap3.org:23114,2019-08-01T09:50:39Z,DOI10.1007/JHEP01(2018)055,10.1007/jhep01(2018)055
oai:repo.scoap3.org:14700,2019-08-01T09:53:15Z,DOI10.1007/JHEP03(2016)048,10.1007/jhep03(2016)048
oai:repo.scoap3.org:14702,2019-08-01T09:56:51Z,DOI10.1007/JHEP03(2016)051,10.1007/jhep03(2016)051
oai:repo.scoap3.org:20109,2019-08-01T09:49:57Z,DOI10.1007/JHEP05(2017)088,10.1007/jhep05(2017)088
oai:repo.scoap3.org:21679,2019-08-01T09:41:19Z,DOI10.1007/JHEP09(2017)126,10.1007/jhep09(2017)126
oai:repo.scoap3.org:20816,2019-08-01T09:36:39Z,DOI10.1007/JHEP07(2017)067,10.1007/jhep07(2017)067
oai:repo.scoap3.org:14494,2019-08-01T09:56:18Z,DOI10.1007/JHEP02(2016)160,10.1007/jhep02(2016)160
oai:repo.scoap3.org:14492,2019-08-01T09:45:33Z,DOI10.1007/JHEP02(2016)158,10.1007/jhep02(2016)158
oai:repo.scoap3.org:19134,2019-08-01T09:47:25Z,DOI10.1007/JHEP02(2017)121,10.1007/jhep02(2017)121
oai:repo.scoap3.org:48953,2019-08-09T09:23:02Z,DOI10.1103/PhysRevD.100.036001,10.1103/physrevd.100.036001
oai:repo.scoap3.org:19133,2019-08-01T09:57:09Z,DOI10.1007/JHEP02(2017)120,10.1007/jhep02(2017)120
oai:repo.scoap3.org:21816,2019-08-01T09:47:13Z,DOI10.1007/JHEP10(2017)039,10.1007/jhep10(2017)039
oai:repo.scoap3.org:15830,2019-08-01T09:41:35Z,DOI10.1007/JHEP05(2016)186,10.1007/jhep05(2016)186
oai:repo.scoap3.org:19683,2019-08-01T09:40:16Z,DOI10.1007/JHEP04(2017)047,10.1007/jhep04(2017)047
oai:repo.scoap3.org:23678,2019-08-01T09:41:35Z,DOI10.1007/JHEP02(2018)058,10.1007/jhep02(2018)058
oai:repo.scoap3.org:15615,2019-08-01T09:41:39Z,DOI10.1007/JHEP05(2016)075,10.1007/jhep05(2016)075
oai:repo.scoap3.org:15616,2019-08-01T09:44:21Z,DOI10.1007/JHEP05(2016)077,10.1007/jhep05(2016)077
oai:repo.scoap3.org:15617,2019-08-01T09:46:36Z,DOI10.1007/JHEP05(2016)078,10.1007/jhep05(2016)078
oai:repo.scoap3.org:15619,2019-08-01T09:37:43Z,DOI10.1007/JHEP05(2016)083,10.1007/jhep05(2016)083
oai:repo.scoap3.org:22294,2019-08-01T09:44:16Z,DOI10.1007/JHEP11(2017)062,10.1007/jhep11(2017)062
oai:repo.scoap3.org:22973,2019-08-01T09:50:41Z,DOI10.1007/JHEP01(2018)011,10.1007/jhep01(2018)011
oai:repo.scoap3.org:17838,2019-08-01T09:51:34Z,DOI10.1007/JHEP11(2016)059,10.1007/jhep11(2016)059
oai:repo.scoap3.org:19816,2019-08-01T09:51:32Z,DOI10.1007/JHEP04(2017)118,10.1007/jhep04(2017)118
oai:repo.scoap3.org:24841,2019-08-01T09:40:16Z,DOI10.1007/JHEP03(2018)160,10.1007/jhep03(2018)160
oai:repo.scoap3.org:22868,2019-08-01T09:40:16Z,DOI10.1007/JHEP12(2017)129,10.1007/jhep12(2017)129
oai:repo.scoap3.org:22990,2019-08-01T09:58:47Z,DOI10.1007/JHEP01(2018)023,10.1007/jhep01(2018)023
oai:repo.scoap3.org:20644,2019-08-01T09:55:51Z,DOI10.1007/JHEP06(2017)140,10.1007/jhep06(2017)140
oai:repo.scoap3.org:18446,2019-08-01T09:50:52Z,DOI10.1007/JHEP12(2016)138,10.1007/jhep12(2016)138
oai:repo.scoap3.org:16629,2019-08-01T09:44:48Z,DOI10.1007/JHEP07(2016)152,10.1007/jhep07(2016)152
oai:repo.scoap3.org:21743,2019-08-01T09:48:36Z,DOI10.1007/JHEP09(2017)159,10.1007/jhep09(2017)159
oai:repo.scoap3.org:14476,2019-08-01T09:47:07Z,DOI10.1007/JHEP02(2016)146,10.1007/jhep02(2016)146
oai:repo.scoap3.org:24082,2019-08-01T09:55:45Z,DOI10.1007/JHEP02(2018)177,10.1007/jhep02(2018)177
oai:repo.scoap3.org:15373,2019-08-01T09:47:09Z,DOI10.1007/JHEP04(2016)153,10.1007/jhep04(2016)153
oai:repo.scoap3.org:15372,2019-08-01T09:51:04Z,DOI10.1007/JHEP04(2016)152,10.1007/jhep04(2016)152
oai:repo.scoap3.org:16397,2019-08-01T09:55:12Z,DOI10.1007/JHEP07(2016)051,10.1007/jhep07(2016)051
oai:repo.scoap3.org:22316,2019-08-01T09:36:23Z,DOI10.1007/JHEP11(2017)080,10.1007/jhep11(2017)080
oai:repo.scoap3.org:16711,2019-08-01T09:57:50Z,DOI10.1007/JHEP08(2016)036,10.1007/jhep08(2016)036
oai:repo.scoap3.org:40584,2019-08-01T09:49:57Z,DOI10.1016/j.physletb.2018.05.079,10.1016/j.physletb.2018.05.079
oai:repo.scoap3.org:40585,2019-08-01T09:37:28Z,DOI10.1007/JHEP06(2018)011,10.1007/jhep06(2018)011
oai:repo.scoap3.org:40589,2019-08-01T09:53:36Z,DOI10.1140/epjc/s10052-018-5915-9,10.1140/epjc/s10052-018-5915-9
oai:repo.scoap3.org:40594,2019-08-01T09:35:23Z,DOI10.1007/JHEP06(2018)018,10.1007/jhep06(2018)018
oai:repo.scoap3.org:40604,2019-08-01T09:50:41Z,DOI10.1103/PhysRevD.97.114002,10.1103/physrevd.97.114002
oai:repo.scoap3.org:40607,2019-08-01T09:37:57Z,DOI10.1103/PhysRevD.97.116002,10.1103/physrevd.97.116002
oai:repo.scoap3.org:40610,2019-08-01T09:42:56Z,DOI10.1103/PhysRevD.97.126001,10.1103/physrevd.97.126001
oai:repo.scoap3.org:40614,2019-08-01T09:38:26Z,DOI10.1103/PhysRevD.97.114501,10.1103/physrevd.97.114501
oai:repo.scoap3.org:40615,2019-08-01T09:43:10Z,DOI10.1103/PhysRevD.97.114502,10.1103/physrevd.97.114502
oai:repo.scoap3.org:40620,2019-08-01T09:49:28Z,DOI10.1007/JHEP06(2018)024,10.1007/jhep06(2018)024
oai:repo.scoap3.org:40625,2019-08-01T09:36:21Z,DOI10.1007/JHEP06(2018)030,10.1007/jhep06(2018)030
oai:repo.scoap3.org:40635,2019-08-01T09:36:48Z,DOI10.1140/epjc/s10052-018-5952-4,10.1140/epjc/s10052-018-5952-4
oai:repo.scoap3.org:40640,2019-08-01T09:40:21Z,DOI10.1103/PhysRevD.97.112001,10.1103/physrevd.97.112001
oai:repo.scoap3.org:40642,2019-08-01T09:41:01Z,DOI10.1007/JHEP06(2018)027,10.1007/jhep06(2018)027
oai:repo.scoap3.org:40644,2019-08-01T09:50:55Z,DOI10.1007/JHEP06(2018)033,10.1007/jhep06(2018)033
oai:repo.scoap3.org:40666,2019-08-01T09:52:40Z,DOI10.1007/JHEP06(2018)031,10.1007/jhep06(2018)031
oai:repo.scoap3.org:40667,2019-08-01T09:42:31Z,DOI10.1140/epjc/s10052-018-5803-3,10.1140/epjc/s10052-018-5803-3
oai:repo.scoap3.org:40672,2019-08-01T09:45:37Z,DOI10.1007/JHEP06(2018)041,10.1007/jhep06(2018)041
oai:repo.scoap3.org:40673,2019-08-01T09:55:41Z,DOI10.1007/JHEP06(2018)040,10.1007/jhep06(2018)040
oai:repo.scoap3.org:40684,2019-08-01T09:51:30Z,DOI10.1103/PhysRevD.97.126002,10.1103/physrevd.97.126002
oai:repo.scoap3.org:40697,2019-08-01T09:36:05Z,DOI10.1103/PhysRevD.97.114505,10.1103/physrevd.97.114505
oai:repo.scoap3.org:40703,2019-08-01T09:36:12Z,DOI10.1103/PhysRevD.97.123001,10.1103/physrevd.97.123001
oai:repo.scoap3.org:40709,2019-08-01T09:47:39Z,DOI10.1140/epjc/s10052-018-5944-4,10.1140/epjc/s10052-018-5944-4
oai:repo.scoap3.org:40710,2019-08-01T09:46:35Z,DOI10.1007/JHEP06(2018)046,10.1007/jhep06(2018)046
oai:repo.scoap3.org:40713,2019-08-01T09:47:39Z,DOI10.1007/JHEP06(2018)047,10.1007/jhep06(2018)047
oai:repo.scoap3.org:40717,2019-08-01T09:49:24Z,DOI10.1007/JHEP06(2018)045,10.1007/jhep06(2018)045
oai:repo.scoap3.org:40719,2019-08-01T09:47:39Z,DOI10.1140/epjc/s10052-018-5957-z,10.1140/epjc/s10052-018-5957-z
oai:repo.scoap3.org:40723,2019-08-01T09:43:54Z,DOI10.1140/epjc/s10052-018-5972-0,10.1140/epjc/s10052-018-5972-0
oai:repo.scoap3.org:40728,2019-08-01T09:58:40Z,DOI10.1016/j.nuclphysb.2018.06.004,10.1016/j.nuclphysb.2018.06.004
oai:repo.scoap3.org:40737,2019-08-01T09:36:29Z,DOI10.1103/PhysRevD.97.115014,10.1103/physrevd.97.115014
oai:repo.scoap3.org:40740,2019-08-01T09:58:40Z,DOI10.1103/PhysRevD.97.125008,10.1103/physrevd.97.125008
oai:repo.scoap3.org:40743,2019-08-01T09:42:09Z,DOI10.1103/PhysRevD.97.115016,10.1103/physrevd.97.115016
oai:repo.scoap3.org:40745,2019-08-01T09:51:04Z,DOI10.1103/PhysRevLett.120.242001,10.1103/physrevlett.120.242001
oai:repo.scoap3.org:40752,2019-08-01T09:46:21Z,DOI10.1140/epjc/s10052-018-5962-2,10.1140/epjc/s10052-018-5962-2
oai:repo.scoap3.org:40755,2019-08-01T09:50:13Z,DOI10.1007/JHEP06(2018)059,10.1007/jhep06(2018)059
oai:repo.scoap3.org:40761,2019-08-01T09:46:21Z,DOI10.1007/JHEP06(2018)057,10.1007/jhep06(2018)057
oai:repo.scoap3.org:40768,2019-08-01T09:57:35Z,DOI10.1016/j.physletb.2018.06.019,10.1016/j.physletb.2018.06.019
oai:repo.scoap3.org:40774,2019-08-01T09:49:50Z,DOI10.1140/epjc/s10052-018-5970-2,10.1140/epjc/s10052-018-5970-2
oai:repo.scoap3.org:40780,2019-08-01T09:50:11Z,DOI10.1103/PhysRevLett.120.241602,10.1103/physrevlett.120.241602
oai:repo.scoap3.org:40781,2019-08-01T09:51:21Z,DOI10.1103/PhysRevD.97.116011,10.1103/physrevd.97.116011
oai:repo.scoap3.org:40788,2019-08-01T09:50:26Z,DOI10.1007/JHEP06(2018)061,10.1007/jhep06(2018)061
oai:repo.scoap3.org:40804,2019-08-01T09:40:39Z,DOI10.1103/PhysRevD.97.115019,10.1103/physrevd.97.115019
oai:repo.scoap3.org:40805,2019-08-01T09:40:39Z,DOI10.1103/PhysRevD.97.115020,10.1103/physrevd.97.115020
oai:repo.scoap3.org:40806,2019-08-01T09:53:55Z,DOI10.1103/PhysRevLett.120.241802,10.1103/physrevlett.120.241802
oai:repo.scoap3.org:40812,2019-08-01T09:51:37Z,DOI10.1016/j.nuclphysb.2018.06.008,10.1016/j.nuclphysb.2018.06.008
oai:repo.scoap3.org:40814,2019-08-01T09:40:35Z,DOI10.1016/j.physletb.2018.06.027,10.1016/j.physletb.2018.06.027
oai:repo.scoap3.org:40815,2019-08-01T09:37:52Z,DOI10.1103/PhysRevD.97.115023,10.1103/physrevd.97.115023
oai:repo.scoap3.org:40825,2019-08-01T09:49:28Z,DOI10.1103/PhysRevD.97.125012,10.1103/physrevd.97.125012
oai:repo.scoap3.org:40835,2019-08-01T09:36:48Z,DOI10.1016/j.physletb.2018.06.031,10.1016/j.physletb.2018.06.031
oai:repo.scoap3.org:40847,2019-08-01T09:35:46Z,DOI10.1103/PhysRevLett.120.241603,10.1103/physrevlett.120.241603
oai:repo.scoap3.org:40849,2019-08-01T09:36:55Z,DOI10.1007/JHEP06(2018)076,10.1007/jhep06(2018)076
oai:repo.scoap3.org:40851,2019-08-01T09:35:23Z,DOI10.1007/JHEP06(2018)077,10.1007/jhep06(2018)077
oai:repo.scoap3.org:40858,2019-08-01T09:38:42Z,DOI10.1016/j.physletb.2018.06.016,10.1016/j.physletb.2018.06.016
oai:repo.scoap3.org:40863,2019-08-01T09:46:30Z,DOI10.1103/PhysRevD.97.115031,10.1103/physrevd.97.115031
oai:repo.scoap3.org:40866,2019-08-01T09:43:17Z,DOI10.1140/epjc/s10052-018-5976-9,10.1140/epjc/s10052-018-5976-9
oai:repo.scoap3.org:40868,2019-08-01T09:59:04Z,DOI10.1103/PhysRevC.97.064914,10.1103/physrevc.97.064914
oai:repo.scoap3.org:40874,2019-08-01T09:44:41Z,DOI10.1140/epjc/s10052-018-5990-y,10.1140/epjc/s10052-018-5990-y
oai:repo.scoap3.org:40880,2019-08-01T09:38:46Z,DOI10.1103/PhysRevD.97.126011,10.1103/physrevd.97.126011
oai:repo.scoap3.org:40881,2019-08-01T09:38:47Z,DOI10.1103/PhysRevD.97.116013,10.1103/physrevd.97.116013
oai:repo.scoap3.org:40899,2019-08-01T09:50:28Z,DOI10.1103/PhysRevD.97.115044,10.1103/physrevd.97.115044
oai:repo.scoap3.org:40904,2019-08-01T09:48:36Z,DOI10.1016/j.physletb.2018.06.050,10.1016/j.physletb.2018.06.050
oai:repo.scoap3.org:40906,2019-08-01T09:54:26Z,DOI10.1016/j.physletb.2018.06.053,10.1016/j.physletb.2018.06.053
oai:repo.scoap3.org:40914,2019-08-01T09:48:29Z,DOI10.1016/j.physletb.2018.06.028,10.1016/j.physletb.2018.06.028
oai:repo.scoap3.org:40916,2019-08-01T09:48:49Z,DOI10.1016/j.physletb.2018.06.051,10.1016/j.physletb.2018.06.051
oai:repo.scoap3.org:40922,2019-08-01T09:40:37Z,DOI10.1016/j.physletb.2018.06.010,10.1016/j.physletb.2018.06.010
oai:repo.scoap3.org:40926,2019-08-01T09:40:37Z,DOI10.1016/j.physletb.2018.06.036,10.1016/j.physletb.2018.06.036
oai:repo.scoap3.org:40934,2019-08-01T09:39:16Z,DOI10.1140/epjc/s10052-018-6006-7,10.1140/epjc/s10052-018-6006-7
oai:repo.scoap3.org:40938,2019-08-01T09:39:11Z,DOI10.1007/JHEP06(2018)163,10.1007/jhep06(2018)163
oai:repo.scoap3.org:40942,2019-08-01T09:39:49Z,DOI10.1007/JHEP06(2018)165,10.1007/jhep06(2018)165
oai:repo.scoap3.org:40943,2019-08-01T09:56:13Z,DOI10.1007/JHEP06(2018)162,10.1007/jhep06(2018)162
oai:repo.scoap3.org:40948,2019-08-01T09:40:48Z,DOI10.1103/PhysRevD.97.125019,10.1103/physrevd.97.125019
oai:repo.scoap3.org:40949,2019-08-01T09:47:39Z,DOI10.1103/PhysRevD.97.114030,10.1103/physrevd.97.114030
