journal_title,publisher,issn,year,license,jn_published,year_all,year_publisher_all,license_ref_n
"IEEE Transactions on Ultrasonics, Ferroelectrics, and Frequency Control",Institute of Electrical and Electronics Engineers (IEEE),0885-3010,2013,NA,346,682920,13659,NA
"IEEE Transactions on Ultrasonics, Ferroelectrics, and Frequency Control",Institute of Electrical and Electronics Engineers (IEEE),0885-3010,2014,NA,295,708693,14553,NA
"IEEE Transactions on Ultrasonics, Ferroelectrics, and Frequency Control",Institute of Electrical and Electronics Engineers (IEEE),0885-3010,2015,NA,279,721351,14799,NA
"IEEE Transactions on Ultrasonics, Ferroelectrics, and Frequency Control",Institute of Electrical and Electronics Engineers (IEEE),0885-3010,2016,http://www.ieee.org/publications_standards/publications/rights/oapa.pdf,273,746980,15057,1
"IEEE Transactions on Ultrasonics, Ferroelectrics, and Frequency Control",Institute of Electrical and Electronics Engineers (IEEE),0885-3010,2017,http://www.ieee.org/publications_standards/publications/rights/oapa.pdf,247,792782,18319,2
IEEE Transactions on Vehicular Technology,Institute of Electrical and Electronics Engineers (IEEE),0018-9545,2013,NA,485,682920,13659,NA
IEEE Transactions on Vehicular Technology,Institute of Electrical and Electronics Engineers (IEEE),0018-9545,2014,NA,522,708693,14553,NA
IEEE Transactions on Vehicular Technology,Institute of Electrical and Electronics Engineers (IEEE),0018-9545,2015,NA,552,721351,14799,NA
IEEE Transactions on Vehicular Technology,Institute of Electrical and Electronics Engineers (IEEE),0018-9545,2016,http://www.ieee.org/publications_standards/publications/rights/oapa.pdf,1095,746980,15057,1
IEEE Transactions on Vehicular Technology,Institute of Electrical and Electronics Engineers (IEEE),0018-9545,2017,NA,1226,792782,18319,NA
IIC - International Review of Intellectual Property and Competition Law,Springer Nature,0018-9855,2013,NA,147,682920,141074,NA
IIC - International Review of Intellectual Property and Competition Law,Springer Nature,0018-9855,2014,NA,134,708693,150822,NA
IIC - International Review of Intellectual Property and Competition Law,Springer Nature,0018-9855,2015,NA,131,721351,153820,NA
IIC - International Review of Intellectual Property and Competition Law,Springer Nature,0018-9855,2016,NA,107,746980,160585,NA
IIC - International Review of Intellectual Property and Competition Law,Springer Nature,0018-9855,2017,http://creativecommons.org/licenses/by/4.0,122,792782,162006,7
Immunity,Elsevier BV,1074-7613,2013,http://creativecommons.org/licenses/by/3.0,252,682920,323264,1
Immunity,Elsevier BV,1074-7613,2014,http://creativecommons.org/licenses/by/3.0,227,708693,333938,5
Immunity,Elsevier BV,1074-7613,2014,http://creativecommons.org/licenses/by-nc-nd/3.0,227,708693,333938,1
Immunity,Elsevier BV,1074-7613,2015,http://creativecommons.org/licenses/by/4.0,258,721351,345948,8
Immunity,Elsevier BV,1074-7613,2015,http://creativecommons.org/licenses/by-nc-nd/4.0,258,721351,345948,2
Immunity,Elsevier BV,1074-7613,2016,http://creativecommons.org/licenses/by/4.0,279,746980,363208,6
Immunity,Elsevier BV,1074-7613,2016,http://creativecommons.org/licenses/by-nc-nd/4.0,279,746980,363208,4
Immunity,Elsevier BV,1074-7613,2017,http://creativecommons.org/licenses/by/4.0,245,792782,395929,8
Immunity,Elsevier BV,1074-7613,2017,http://creativecommons.org/licenses/by-nc-nd/4.0,245,792782,395929,4
Immunobiology,Elsevier BV,0171-2985,2013,NA,206,682920,323264,NA
Immunobiology,Elsevier BV,0171-2985,2014,http://creativecommons.org/licenses/by-nc-sa/3.0,133,708693,333938,1
Immunobiology,Elsevier BV,0171-2985,2015,http://creativecommons.org/licenses/by/4.0,180,721351,345948,2
Immunobiology,Elsevier BV,0171-2985,2015,http://creativecommons.org/licenses/by-nc-nd/3.0,180,721351,345948,3
Immunobiology,Elsevier BV,0171-2985,2015,http://creativecommons.org/licenses/by-nc-nd/4.0,180,721351,345948,1
Immunobiology,Elsevier BV,0171-2985,2015,http://creativecommons.org/licenses/by-nc-sa/3.0,180,721351,345948,1
Immunobiology,Elsevier BV,0171-2985,2016,http://creativecommons.org/licenses/by/4.0,374,746980,363208,2
Immunobiology,Elsevier BV,0171-2985,2016,http://creativecommons.org/licenses/by-nc-nd/4.0,374,746980,363208,7
Immunobiology,Elsevier BV,0171-2985,2017,http://creativecommons.org/licenses/by/4.0,171,792782,395929,4
Immunobiology,Elsevier BV,0171-2985,2017,http://creativecommons.org/licenses/by-nc-nd/4.0,171,792782,395929,5
Immunogenetics,Springer Nature,0093-7711,2013,NA,80,682920,141074,NA
Immunogenetics,Springer Nature,0093-7711,2014,NA,68,708693,150822,NA
Immunogenetics,Springer Nature,0093-7711,2015,NA,68,721351,153820,NA
Immunogenetics,Springer Nature,0093-7711,2016,http://creativecommons.org/licenses/by/4.0,71,746980,160585,13
Immunogenetics,Springer Nature,0093-7711,2017,http://creativecommons.org/licenses/by/4.0,84,792782,162006,25
Immunological Reviews,Wiley-Blackwell,0105-2896,2013,NA,118,682920,99595,NA
Immunological Reviews,Wiley-Blackwell,0105-2896,2014,NA,100,708693,103031,NA
Immunological Reviews,Wiley-Blackwell,0105-2896,2015,NA,128,721351,105631,NA
Immunological Reviews,Wiley-Blackwell,0105-2896,2016,NA,102,746980,108251,NA
Immunological Reviews,Wiley-Blackwell,0105-2896,2017,http://creativecommons.org/licenses/by/4.0,123,792782,113049,2
Immunological Reviews,Wiley-Blackwell,0105-2896,2017,http://creativecommons.org/licenses/by-nc/4.0,123,792782,113049,1
Immunologic Research,Springer Nature,0257-277X,2013,NA,97,682920,141074,NA
Immunologic Research,Springer Nature,0257-277X,2014,NA,139,708693,150822,NA
Immunologic Research,Springer Nature,0257-277X,2015,NA,148,721351,153820,NA
Immunologic Research,Springer Nature,0257-277X,2016,http://creativecommons.org/licenses/by/4.0,110,746980,160585,7
Immunologic Research,Springer Nature,0257-277X,2017,http://creativecommons.org/licenses/by/4.0,100,792782,162006,8
Immunology,Wiley-Blackwell,0019-2805,2013,NA,152,682920,99595,NA
Immunology,Wiley-Blackwell,0019-2805,2014,NA,208,708693,103031,NA
Immunology,Wiley-Blackwell,0019-2805,2015,http://creativecommons.org/licenses/by/4.0,174,721351,105631,2
Immunology,Wiley-Blackwell,0019-2805,2016,http://creativecommons.org/licenses/by/4.0,133,746980,108251,5
Immunology,Wiley-Blackwell,0019-2805,2016,http://creativecommons.org/licenses/by-nc/4.0,133,746980,108251,1
Immunology,Wiley-Blackwell,0019-2805,2016,http://creativecommons.org/licenses/by-nc-nd/4.0,133,746980,108251,2
Immunology,Wiley-Blackwell,0019-2805,2017,http://creativecommons.org/licenses/by/4.0,174,792782,113049,12
Immunology,Wiley-Blackwell,0019-2805,2017,http://creativecommons.org/licenses/by-nc/4.0,174,792782,113049,7
Immunology,Wiley-Blackwell,0019-2805,2017,http://creativecommons.org/licenses/by-nc-nd/4.0,174,792782,113049,2
Immunology and Cell Biology,Wiley-Blackwell,0818-9641,2013,http://creativecommons.org/licenses/by-nc-nd/3.0,110,682920,99595,4
Immunology and Cell Biology,Wiley-Blackwell,0818-9641,2014,http://creativecommons.org/licenses/by/3.0,123,708693,103031,4
Immunology and Cell Biology,Wiley-Blackwell,0818-9641,2014,http://creativecommons.org/licenses/by-nc-nd/3.0,123,708693,103031,3
Immunology and Cell Biology,Wiley-Blackwell,0818-9641,2014,http://creativecommons.org/licenses/by-nc-sa/3.0,123,708693,103031,5
Immunology and Cell Biology,Wiley-Blackwell,0818-9641,2015,http://creativecommons.org/licenses/by/3.0,127,721351,105631,4
Immunology and Cell Biology,Wiley-Blackwell,0818-9641,2015,http://creativecommons.org/licenses/by-nc-nd/3.0,127,721351,105631,2
Immunology and Cell Biology,Wiley-Blackwell,0818-9641,2015,http://creativecommons.org/licenses/by-nc-sa/3.0,127,721351,105631,5
Immunology and Cell Biology,Wiley-Blackwell,0818-9641,2016,http://creativecommons.org/licenses/by/3.0,125,746980,108251,9
Immunology and Cell Biology,Wiley-Blackwell,0818-9641,2016,http://creativecommons.org/licenses/by-nc-nd/3.0,125,746980,108251,5
Immunology and Cell Biology,Wiley-Blackwell,0818-9641,2016,http://creativecommons.org/licenses/by-nc-sa/3.0,125,746980,108251,4
Immunology and Cell Biology,Wiley-Blackwell,0818-9641,2017,http://creativecommons.org/licenses/by/4.0,115,792782,113049,2
Immunology and Cell Biology,Wiley-Blackwell,0818-9641,2017,http://creativecommons.org/licenses/by-nc-nd/4.0,115,792782,113049,3
Immunology and Cell Biology,Wiley-Blackwell,0818-9641,2017,http://creativecommons.org/licenses/by-nc-sa/3.0,115,792782,113049,1
Immunology and Cell Biology,Wiley-Blackwell,0818-9641,2017,http://creativecommons.org/licenses/by-nc-sa/4.0,115,792782,113049,5
Immunology Letters,Elsevier BV,0165-2478,2013,NA,138,682920,323264,NA
Immunology Letters,Elsevier BV,0165-2478,2014,http://creativecommons.org/licenses/by/3.0,210,708693,333938,2
Immunology Letters,Elsevier BV,0165-2478,2014,http://creativecommons.org/licenses/by-nc-nd/3.0,210,708693,333938,5
Immunology Letters,Elsevier BV,0165-2478,2015,http://creativecommons.org/licenses/by/3.0,161,721351,345948,1
Immunology Letters,Elsevier BV,0165-2478,2015,http://creativecommons.org/licenses/by/4.0,161,721351,345948,1
Immunology Letters,Elsevier BV,0165-2478,2015,http://creativecommons.org/licenses/by-nc-nd/4.0,161,721351,345948,6
Immunology Letters,Elsevier BV,0165-2478,2016,http://creativecommons.org/licenses/by/4.0,161,746980,363208,4
Immunology Letters,Elsevier BV,0165-2478,2016,http://creativecommons.org/licenses/by-nc-nd/4.0,161,746980,363208,4
Immunology Letters,Elsevier BV,0165-2478,2017,http://creativecommons.org/licenses/by-nc-nd/4.0,195,792782,395929,2
Indagationes Mathematicae,Elsevier BV,0019-3577,2013,NA,69,682920,323264,NA
Indagationes Mathematicae,Elsevier BV,0019-3577,2014,NA,75,708693,333938,NA
Indagationes Mathematicae,Elsevier BV,0019-3577,2015,http://creativecommons.org/licenses/by/4.0,66,721351,345948,1
Indagationes Mathematicae,Elsevier BV,0019-3577,2016,NA,87,746980,363208,NA
Indagationes Mathematicae,Elsevier BV,0019-3577,2017,http://creativecommons.org/licenses/by/4.0,113,792782,395929,1
Indian Journal of International Law,Springer Nature,0019-5294,2015,http://creativecommons.org/licenses/by/4.0,31,721351,153820,3
Indian Journal of International Law,Springer Nature,0019-5294,2016,http://creativecommons.org/licenses/by/4.0,26,746980,160585,1
Indian Journal of International Law,Springer Nature,0019-5294,2017,http://creativecommons.org/licenses/by/4.0,4,792782,162006,1
Indoor Air,Wiley-Blackwell,0905-6947,2013,NA,67,682920,99595,NA
Indoor Air,Wiley-Blackwell,0905-6947,2014,NA,90,708693,103031,NA
Indoor Air,Wiley-Blackwell,0905-6947,2015,NA,95,721351,105631,NA
Indoor Air,Wiley-Blackwell,0905-6947,2016,http://creativecommons.org/licenses/by/4.0,88,746980,108251,2
Indoor Air,Wiley-Blackwell,0905-6947,2016,http://creativecommons.org/licenses/by-nc/4.0,88,746980,108251,1
Indoor Air,Wiley-Blackwell,0905-6947,2016,http://creativecommons.org/licenses/by-nc-nd/4.0,88,746980,108251,7
Indoor Air,Wiley-Blackwell,0905-6947,2017,http://creativecommons.org/licenses/by/4.0,86,792782,113049,4
Indoor Air,Wiley-Blackwell,0905-6947,2017,http://creativecommons.org/licenses/by-nc/4.0,86,792782,113049,1
Indoor Air,Wiley-Blackwell,0905-6947,2017,http://creativecommons.org/licenses/by-nc-nd/4.0,86,792782,113049,1
Industrial Marketing Management,Elsevier BV,0019-8501,2013,http://creativecommons.org/licenses/by/3.0,140,682920,323264,1
Industrial Marketing Management,Elsevier BV,0019-8501,2013,http://creativecommons.org/licenses/by-nc-nd/3.0,140,682920,323264,1
Industrial Marketing Management,Elsevier BV,0019-8501,2014,http://creativecommons.org/licenses/by/3.0,156,708693,333938,1
Industrial Marketing Management,Elsevier BV,0019-8501,2014,http://creativecommons.org/licenses/by-nc-nd/3.0,156,708693,333938,3
Industrial Marketing Management,Elsevier BV,0019-8501,2015,http://creativecommons.org/licenses/by/4.0,171,721351,345948,1
Industrial Marketing Management,Elsevier BV,0019-8501,2015,http://creativecommons.org/licenses/by-nc-nd/3.0,171,721351,345948,1
Industrial Marketing Management,Elsevier BV,0019-8501,2015,http://creativecommons.org/licenses/by-nc-nd/4.0,171,721351,345948,3
Industrial Marketing Management,Elsevier BV,0019-8501,2016,http://creativecommons.org/licenses/by/4.0,160,746980,363208,2
Industrial Marketing Management,Elsevier BV,0019-8501,2016,http://creativecommons.org/licenses/by-nc-nd/4.0,160,746980,363208,2
Industrial Marketing Management,Elsevier BV,0019-8501,2017,http://creativecommons.org/licenses/by/4.0,242,792782,395929,3
Industrial Marketing Management,Elsevier BV,0019-8501,2017,http://creativecommons.org/licenses/by-nc-nd/4.0,242,792782,395929,4
Infancy,Wiley-Blackwell,1525-0008,2013,NA,39,682920,99595,NA
Infancy,Wiley-Blackwell,1525-0008,2014,http://creativecommons.org/licenses/by/3.0,27,708693,103031,1
Infancy,Wiley-Blackwell,1525-0008,2015,NA,49,721351,105631,NA
Infancy,Wiley-Blackwell,1525-0008,2016,http://creativecommons.org/licenses/by/4.0,49,746980,108251,2
Infancy,Wiley-Blackwell,1525-0008,2016,http://creativecommons.org/licenses/by-nd/4.0,49,746980,108251,1
Infancy,Wiley-Blackwell,1525-0008,2017,http://creativecommons.org/licenses/by/4.0,49,792782,113049,2
Infant and Child Development,Wiley-Blackwell,1522-7227,2013,NA,47,682920,99595,NA
Infant and Child Development,Wiley-Blackwell,1522-7227,2014,NA,63,708693,103031,NA
Infant and Child Development,Wiley-Blackwell,1522-7227,2015,NA,52,721351,105631,NA
Infant and Child Development,Wiley-Blackwell,1522-7227,2016,http://creativecommons.org/licenses/by-nc-nd/4.0,69,746980,108251,2
Infant and Child Development,Wiley-Blackwell,1522-7227,2017,http://creativecommons.org/licenses/by/4.0,58,792782,113049,1
Infant Behavior and Development,Elsevier BV,0163-6383,2013,http://creativecommons.org/licenses/by/3.0,95,682920,323264,1
Infant Behavior and Development,Elsevier BV,0163-6383,2014,http://creativecommons.org/licenses/by/3.0,84,708693,333938,3
Infant Behavior and Development,Elsevier BV,0163-6383,2014,http://creativecommons.org/licenses/by-nc-nd/3.0,84,708693,333938,1
Infant Behavior and Development,Elsevier BV,0163-6383,2015,http://creativecommons.org/licenses/by/4.0,88,721351,345948,2
Infant Behavior and Development,Elsevier BV,0163-6383,2016,http://creativecommons.org/licenses/by/4.0,76,746980,363208,3
Infant Behavior and Development,Elsevier BV,0163-6383,2016,http://creativecommons.org/licenses/by-nc-nd/4.0,76,746980,363208,1
Infant Behavior and Development,Elsevier BV,0163-6383,2017,http://creativecommons.org/licenses/by/4.0,101,792782,395929,2
Infant Mental Health Journal,Wiley-Blackwell,0163-9641,2013,NA,55,682920,99595,NA
Infant Mental Health Journal,Wiley-Blackwell,0163-9641,2014,NA,67,708693,103031,NA
Infant Mental Health Journal,Wiley-Blackwell,0163-9641,2015,NA,53,721351,105631,NA
Infant Mental Health Journal,Wiley-Blackwell,0163-9641,2016,NA,65,746980,108251,NA
Infant Mental Health Journal,Wiley-Blackwell,0163-9641,2017,http://creativecommons.org/licenses/by/4.0,70,792782,113049,3
Infection,Springer Nature,0300-8126,2013,NA,186,682920,141074,NA
Infection,Springer Nature,0300-8126,2014,NA,136,708693,150822,NA
Infection,Springer Nature,0300-8126,2015,http://creativecommons.org/licenses/by/4.0,151,721351,153820,2
Infection,Springer Nature,0300-8126,2016,http://creativecommons.org/licenses/by/4.0,105,746980,160585,10
Infection,Springer Nature,0300-8126,2017,http://creativecommons.org/licenses/by/4.0,134,792782,162006,12
"Infection, Genetics and Evolution",Elsevier BV,1567-1348,2013,http://creativecommons.org/licenses/by/3.0,377,682920,323264,6
"Infection, Genetics and Evolution",Elsevier BV,1567-1348,2013,http://creativecommons.org/licenses/by-nc-nd/3.0,377,682920,323264,4
"Infection, Genetics and Evolution",Elsevier BV,1567-1348,2013,http://creativecommons.org/licenses/by-nc-nd/4.0,377,682920,323264,1
"Infection, Genetics and Evolution",Elsevier BV,1567-1348,2013,http://www.elsevier.com/open-access/userlicense/1.0,377,682920,323264,4
"Infection, Genetics and Evolution",Elsevier BV,1567-1348,2014,http://creativecommons.org/licenses/by/3.0,400,708693,333938,4
"Infection, Genetics and Evolution",Elsevier BV,1567-1348,2014,http://creativecommons.org/licenses/by-nc-nd/3.0,400,708693,333938,16
"Infection, Genetics and Evolution",Elsevier BV,1567-1348,2014,http://creativecommons.org/licenses/by-nc-sa/3.0,400,708693,333938,4
"Infection, Genetics and Evolution",Elsevier BV,1567-1348,2015,http://creativecommons.org/licenses/by/4.0,385,721351,345948,7
"Infection, Genetics and Evolution",Elsevier BV,1567-1348,2015,http://creativecommons.org/licenses/by-nc-nd/3.0,385,721351,345948,4
"Infection, Genetics and Evolution",Elsevier BV,1567-1348,2015,http://creativecommons.org/licenses/by-nc-nd/4.0,385,721351,345948,9
"Infection, Genetics and Evolution",Elsevier BV,1567-1348,2016,http://creativecommons.org/licenses/by/4.0,466,746980,363208,7
"Infection, Genetics and Evolution",Elsevier BV,1567-1348,2016,http://creativecommons.org/licenses/by-nc-nd/4.0,466,746980,363208,11
"Infection, Genetics and Evolution",Elsevier BV,1567-1348,2017,http://creativecommons.org/licenses/by/4.0,362,792782,395929,4
"Infection, Genetics and Evolution",Elsevier BV,1567-1348,2017,http://creativecommons.org/licenses/by-nc-nd/4.0,362,792782,395929,9
Inflammation,Springer Nature,0360-3997,2013,NA,204,682920,141074,NA
Inflammation,Springer Nature,0360-3997,2014,NA,288,708693,150822,NA
Inflammation,Springer Nature,0360-3997,2015,NA,201,721351,153820,NA
Inflammation,Springer Nature,0360-3997,2016,http://creativecommons.org/licenses/by/4.0,197,746980,160585,6
Inflammation,Springer Nature,0360-3997,2017,http://creativecommons.org/licenses/by/4.0,219,792782,162006,9
Inflammation Research,Springer Nature,1023-3830,2013,NA,112,682920,141074,NA
Inflammation Research,Springer Nature,1023-3830,2014,NA,89,708693,150822,NA
Inflammation Research,Springer Nature,1023-3830,2015,NA,120,721351,153820,NA
Inflammation Research,Springer Nature,1023-3830,2016,http://creativecommons.org/licenses/by/4.0,107,746980,160585,7
Inflammation Research,Springer Nature,1023-3830,2017,http://creativecommons.org/licenses/by/4.0,102,792782,162006,6
Inflammopharmacology,Springer Nature,0925-4692,2013,NA,33,682920,141074,NA
Inflammopharmacology,Springer Nature,0925-4692,2014,NA,26,708693,150822,NA
Inflammopharmacology,Springer Nature,0925-4692,2015,NA,30,721351,153820,NA
Inflammopharmacology,Springer Nature,0925-4692,2016,http://creativecommons.org/licenses/by/4.0,47,746980,160585,3
Inflammopharmacology,Springer Nature,0925-4692,2017,http://creativecommons.org/licenses/by/4.0,129,792782,162006,9
Information and Computation,Elsevier BV,0890-5401,2013,NA,97,682920,323264,NA
Information and Computation,Elsevier BV,0890-5401,2014,http://creativecommons.org/licenses/by/4.0,79,708693,333938,1
Information and Computation,Elsevier BV,0890-5401,2015,http://creativecommons.org/licenses/by/4.0,94,721351,345948,2
Information and Computation,Elsevier BV,0890-5401,2016,NA,81,746980,363208,NA
Information and Computation,Elsevier BV,0890-5401,2017,http://creativecommons.org/licenses/by/4.0,162,792782,395929,5
Information and Computation,Elsevier BV,0890-5401,2017,http://creativecommons.org/licenses/by-nc-nd/4.0,162,792782,395929,2
Information Processing Letters,Elsevier BV,0020-0190,2013,NA,193,682920,323264,NA
Information Processing Letters,Elsevier BV,0020-0190,2014,http://creativecommons.org/licenses/by/3.0,146,708693,333938,1
Information Processing Letters,Elsevier BV,0020-0190,2014,http://creativecommons.org/licenses/by-nc-nd/3.0,146,708693,333938,1
Information Processing Letters,Elsevier BV,0020-0190,2014,http://creativecommons.org/licenses/by-nc-sa/3.0,146,708693,333938,1
Information Processing Letters,Elsevier BV,0020-0190,2015,http://creativecommons.org/licenses/by/3.0,198,721351,345948,1
Information Processing Letters,Elsevier BV,0020-0190,2015,http://creativecommons.org/licenses/by/4.0,198,721351,345948,1
Information Processing Letters,Elsevier BV,0020-0190,2015,http://creativecommons.org/licenses/by-nc-nd/3.0,198,721351,345948,1
Information Processing Letters,Elsevier BV,0020-0190,2016,http://creativecommons.org/licenses/by-nc-nd/4.0,147,746980,363208,1
Information Processing Letters,Elsevier BV,0020-0190,2017,http://creativecommons.org/licenses/by/4.0,134,792782,395929,1
Information Processing & Management,Elsevier BV,0306-4573,2013,NA,99,682920,323264,NA
Information Processing & Management,Elsevier BV,0306-4573,2014,NA,60,708693,333938,NA
Information Processing & Management,Elsevier BV,0306-4573,2015,NA,78,721351,345948,NA
Information Processing & Management,Elsevier BV,0306-4573,2016,http://creativecommons.org/licenses/by/4.0,81,746980,363208,2
Information Processing & Management,Elsevier BV,0306-4573,2016,http://creativecommons.org/licenses/by-nc-nd/4.0,81,746980,363208,1
Information Processing & Management,Elsevier BV,0306-4573,2017,http://creativecommons.org/licenses/by/4.0,95,792782,395929,1
Information Processing & Management,Elsevier BV,0306-4573,2017,http://creativecommons.org/licenses/by-nc-nd/4.0,95,792782,395929,2
Information Retrieval Journal,Springer Nature,1386-4564,2013,NA,20,682920,141074,NA
Information Retrieval Journal,Springer Nature,1386-4564,2014,NA,13,708693,150822,NA
Information Retrieval Journal,Springer Nature,1386-4564,2015,http://creativecommons.org/licenses/by/4.0,28,721351,153820,2
Information Retrieval Journal,Springer Nature,1386-4564,2016,http://creativecommons.org/licenses/by/4.0,13,746980,160585,1
Information Retrieval Journal,Springer Nature,1386-4564,2017,http://creativecommons.org/licenses/by/4.0,31,792782,162006,3
Information Systems,Elsevier BV,0306-4379,2013,NA,85,682920,323264,NA
Information Systems,Elsevier BV,0306-4379,2014,http://creativecommons.org/licenses/by/3.0,84,708693,333938,1
Information Systems,Elsevier BV,0306-4379,2015,http://creativecommons.org/licenses/by/3.0,134,721351,345948,1
Information Systems,Elsevier BV,0306-4379,2015,http://creativecommons.org/licenses/by/4.0,134,721351,345948,2
Information Systems,Elsevier BV,0306-4379,2015,http://creativecommons.org/licenses/by-nc-nd/4.0,134,721351,345948,1
Information Systems,Elsevier BV,0306-4379,2016,NA,86,746980,363208,NA
Information Systems,Elsevier BV,0306-4379,2017,http://creativecommons.org/licenses/by-nc-nd/4.0,142,792782,395929,1
Information Systems and e-Business Management,Springer Nature,1617-9846,2013,NA,21,682920,141074,NA
Information Systems and e-Business Management,Springer Nature,1617-9846,2014,NA,39,708693,150822,NA
Information Systems and e-Business Management,Springer Nature,1617-9846,2015,http://creativecommons.org/licenses/by/4.0,31,721351,153820,1
Information Systems and e-Business Management,Springer Nature,1617-9846,2016,http://creativecommons.org/licenses/by/4.0,33,746980,160585,3
Information Systems and e-Business Management,Springer Nature,1617-9846,2017,http://creativecommons.org/licenses/by/4.0,32,792782,162006,3
Information Systems Frontiers,Springer Nature,1387-3326,2013,NA,75,682920,141074,NA
Information Systems Frontiers,Springer Nature,1387-3326,2014,NA,62,708693,150822,NA
Information Systems Frontiers,Springer Nature,1387-3326,2015,http://creativecommons.org/licenses/by/4.0,76,721351,153820,3
Information Systems Frontiers,Springer Nature,1387-3326,2016,http://creativecommons.org/licenses/by/4.0,111,746980,160585,5
Information Systems Frontiers,Springer Nature,1387-3326,2017,http://creativecommons.org/licenses/by/4.0,88,792782,162006,8
Information Technology & Tourism,Springer Nature,1098-3058,2013,NA,3,682920,141074,NA
Information Technology & Tourism,Springer Nature,1098-3058,2014,NA,16,708693,150822,NA
Information Technology & Tourism,Springer Nature,1098-3058,2015,NA,24,721351,153820,NA
Information Technology & Tourism,Springer Nature,1098-3058,2016,http://creativecommons.org/licenses/by/4.0,26,746980,160585,1
Information Technology & Tourism,Springer Nature,1098-3058,2017,http://creativecommons.org/licenses/by/4.0,27,792782,162006,2
Injury,Elsevier BV,0020-1383,2013,NA,594,682920,323264,NA
Injury,Elsevier BV,0020-1383,2014,http://creativecommons.org/licenses/by-nc-nd/3.0,509,708693,333938,4
Injury,Elsevier BV,0020-1383,2014,http://creativecommons.org/licenses/by-nc-sa/3.0,509,708693,333938,1
Injury,Elsevier BV,0020-1383,2015,http://creativecommons.org/licenses/by-nc-nd/4.0,597,721351,345948,6
Injury,Elsevier BV,0020-1383,2015,http://creativecommons.org/licenses/by-nc-sa/3.0,597,721351,345948,1
Injury,Elsevier BV,0020-1383,2016,http://creativecommons.org/licenses/by/4.0,718,746980,363208,1
Injury,Elsevier BV,0020-1383,2016,http://creativecommons.org/licenses/by-nc-nd/4.0,718,746980,363208,8
Injury,Elsevier BV,0020-1383,2017,http://creativecommons.org/licenses/by-nc-nd/4.0,674,792782,395929,12
Innovative Infrastructure Solutions,Springer Nature,2364-4176,2016,http://creativecommons.org/licenses/by/4.0,48,746980,160585,11
Innovative Infrastructure Solutions,Springer Nature,2364-4176,2017,http://creativecommons.org/licenses/by/4.0,67,792782,162006,1
Inorganica Chimica Acta,Elsevier BV,0020-1693,2013,http://creativecommons.org/licenses/by/3.0,590,682920,323264,1
Inorganica Chimica Acta,Elsevier BV,0020-1693,2013,http://creativecommons.org/licenses/by-nc-nd/3.0,590,682920,323264,3
Inorganica Chimica Acta,Elsevier BV,0020-1693,2014,http://creativecommons.org/licenses/by/3.0,611,708693,333938,1
Inorganica Chimica Acta,Elsevier BV,0020-1693,2015,http://creativecommons.org/licenses/by/4.0,531,721351,345948,1
Inorganica Chimica Acta,Elsevier BV,0020-1693,2016,http://creativecommons.org/licenses/by/4.0,521,746980,363208,2
Inorganica Chimica Acta,Elsevier BV,0020-1693,2017,http://creativecommons.org/licenses/by/4.0,666,792782,395929,2
Inorganica Chimica Acta,Elsevier BV,0020-1693,2017,http://creativecommons.org/licenses/by-nc-nd/4.0,666,792782,395929,1
Inorganic Chemistry,American Chemical Society (ACS),0020-1669,2013,http://pubs.acs.org/page/policy/authorchoice_ccby_termsofuse.html,1680,682920,38429,2
Inorganic Chemistry,American Chemical Society (ACS),0020-1669,2013,http://pubs.acs.org/page/policy/authorchoice_termsofuse.html,1680,682920,38429,7
Inorganic Chemistry,American Chemical Society (ACS),0020-1669,2014,http://pubs.acs.org/page/policy/authorchoice_ccby_termsofuse.html,1534,708693,40290,5
Inorganic Chemistry,American Chemical Society (ACS),0020-1669,2014,http://pubs.acs.org/page/policy/authorchoice_termsofuse.html,1534,708693,40290,14
Inorganic Chemistry,American Chemical Society (ACS),0020-1669,2015,http://pubs.acs.org/page/policy/authorchoice_ccby_termsofuse.html,1363,721351,39717,4
Inorganic Chemistry,American Chemical Society (ACS),0020-1669,2015,http://pubs.acs.org/page/policy/authorchoice_termsofuse.html,1363,721351,39717,23
Inorganic Chemistry,American Chemical Society (ACS),0020-1669,2016,http://pubs.acs.org/page/policy/authorchoice_ccby_termsofuse.html,1562,746980,42835,5
Inorganic Chemistry,American Chemical Society (ACS),0020-1669,2016,http://pubs.acs.org/page/policy/authorchoice_termsofuse.html,1562,746980,42835,19
Inorganic Chemistry,American Chemical Society (ACS),0020-1669,2017,http://pubs.acs.org/page/policy/authorchoice_ccbyncnd_termsofuse.html,1707,792782,46270,3
Inorganic Chemistry,American Chemical Society (ACS),0020-1669,2017,http://pubs.acs.org/page/policy/authorchoice_ccby_termsofuse.html,1707,792782,46270,3
Inorganic Chemistry,American Chemical Society (ACS),0020-1669,2017,http://pubs.acs.org/page/policy/authorchoice_termsofuse.html,1707,792782,46270,20
Inorganic Chemistry Communications,Elsevier BV,1387-7003,2013,NA,519,682920,323264,NA
Inorganic Chemistry Communications,Elsevier BV,1387-7003,2014,http://creativecommons.org/licenses/by-nc-nd/3.0,494,708693,333938,2
Inorganic Chemistry Communications,Elsevier BV,1387-7003,2015,http://creativecommons.org/licenses/by-nc-nd/4.0,395,721351,345948,1
Inorganic Chemistry Communications,Elsevier BV,1387-7003,2016,NA,351,746980,363208,NA
